License_ID,Customer_ID,Vendor_ID,Product_ID,Number_of_quantities_purchased,Number_of_quantities_activated,Percentage_of_quantities_deployed,Days_since_last_quantity_purchased,Days_since_last_quantity_activated,Avg_gap_in_quantity_purchase,Avg_gap_in_quantity_activated,Direction_Trend_purchased_quantities,Direction_Trend_activated_quantities,Direction_Trend_deployed_quantities,Deployment_Type,Days_since_first_quantity_purchased,Days_since_first_activation,Avg_gap_Purchase_to_Activation,Frequency_of_Product_Purchase,Recency_of_product_purchase,Variants,Subscription_period_derived,Contract_Value,License_Start_Date,License_End_Date,Renewal_Status,Payment_Status,Support_Tickets,Satisfaction_Score,Churn_Risk,Usage_Frequency,Last_Login,Feature_Utilization,Integration_Count,Custom_Configuration,Training_Sessions,Upgrade_History,Downgrade_History,Relative_number_of_products_purchased_from_catalogue,Relative_purchases_qty,Relative_activation_qty,Relative_activation_percentage,Relative_Activated_Variant_percentage,Relative_variant_activation_quantity
L000834,C00111,V0012,P00062,270.0,216.0,56.2962962962963,345.0,317.0,106.5,108.0,Upward,Upward,Upward,Production,771.0,749.0,22.4,5.0,345.0,V2,90.0,158220.0,2022-11-21,2026-01-20,Expired,Paid,3.0,3.0,Low,Monthly,2024-09-07,98.0,2.0,False,2.0,3.0,1.0,1.824817518248175,35.76158940397351,36.060100166944906,,20.0,36.060100166944906
L000835,C00111,V0012,P00070,26.0,23.0,65.38461538461539,1773.0,,0.0,0.0,Flat,Flat,Flat,Production,1773.0,1766.0,7.0,1.0,1773.0,V3,365.0,1404.0,2020-02-23,2021-02-22,Active,Overdue,8.0,,Low,Monthly,2020-03-28,,2.0,True,1.0,1.0,1.0,1.824817518248175,3.443708609271523,3.8397328881469113,88.46153846153845,20.0,3.8397328881469113
L000836,C00112,V0040,P00223,242.0,170.0,44.214876033057855,-768.0,-776.0,262.0,263.6666666666667,Upward,Downward,Upward,Production,18.0,15.0,6.25,4.0,-768.0,"V3,V4",,79134.0,2024-12-13,2027-05-08,Expired,Pending,8.0,,High,Weekly,2024-12-31 00:00:00,44.0,3.0,True,1.0,2.0,0.0,2.18978102189781,24.871531346351492,21.656050955414013,70.24793388429752,40.0,21.656050955414013
L000837,C00112,V0050,P00272,90.0,79.0,61.111111111111114,1348.0,1339.0,0.0,0.0,Flat,Flat,Flat,Production,1348.0,1339.0,9.0,1.0,1348.0,"V5,V1",1095.0,8100.0,2021-04-23,2022-04-23,Expired,Overdue,1.0,6.0,High,Weekly,2021-06-11,87.0,4.0,True,0.0,2.0,1.0,2.18978102189781,9.249743062692703,10.063694267515924,87.77777777777777,40.0,10.063694267515924
L000838,C00112,V0050,P00273,81.0,76.0,62.96296296296296,1619.0,1613.0,0.0,0.0,Flat,Flat,Flat,Production,1619.0,1613.0,6.0,1.0,1619.0,"V4,V1,V3",365.0,,2020-07-26,2020-10-24,Cancelled,Pending,0.0,9.0,High,Monthly,2022-08-29,85.0,4.0,False,3.0,0.0,0.0,2.18978102189781,8.324768756423433,9.681528662420384,93.82716049382715,60.0,9.681528662420384
L000839,C00112,V0003,P00017,145.0,114.0,51.724137931034484,102.0,74.0,257.0,264.3333333333333,Upward,Upward,Upward,Development,873.0,867.0,13.5,4.0,102.0,"V1,V2",730.0,28275.0,2022-08-11,2024-12-19,Cancelled,Paid,7.0,9.0,High,Weekly,2024-10-20,44.0,2.0,True,0.0,3.0,0.0,2.18978102189781,14.902363823227132,14.522292993630574,78.62068965517241,40.0,14.522292993630574
L000840,C00112,V0003,P00018,177.0,144.0,55.367231638418076,-9.0,-27.0,347.0,354.5,Upward,Upward,Upward,Production,685.0,682.0,16.0,3.0,-9.0,"V4,V2",730.0,138414.0,2023-02-15,,Expired,Paid,8.0,9.0,Medium,Daily,2024-12-31 00:00:00,29.0,0.0,True,2.0,2.0,0.0,2.18978102189781,18.19116135662898,18.343949044585987,81.35593220338984,40.0,18.343949044585987
L000841,C00112,V0003,P00021,238.0,202.0,66.80672268907563,688.0,662.0,224.5,228.5,Downward,Downward,Downward,Development,1586.0,1576.0,11.0,5.0,688.0,V1,90.0,33796.0,2020-08-28,2024-02-12,Active,Pending,10.0,8.0,Low,Daily,2023-06-17,56.0,3.0,False,1.0,2.0,,2.18978102189781,24.46043165467626,25.73248407643312,84.87394957983193,20.0,25.73248407643312
L000842,C00113,V0012,P00064,419.0,337.0,61.09785202863962,674.0,667.0,122.25,120.0,Downward,Upward,Upward,Test,1163.0,1147.0,12.0,5.0,674.0,"V1,V1",365.0,343999.0,2021-10-25,2025-02-25,Active,Overdue,4.0,8.0,Low,Monthly,2023-03-13,93.0,5.0,False,1.0,0.0,1.0,6.934306569343065,16.09681137149443,15.30426884650318,80.42959427207637,40.0,15.30426884650318
L000843,C00113,V0012,P00060,15.0,13.0,53.333333333333336,1311.0,1303.0,0.0,0.0,Flat,Flat,Flat,Production,1311.0,1303.0,8.0,1.0,1311.0,"V2,V3,V3",1095.0,6495.0,2021-05-30,2022-05-30,Active,Overdue,0.0,6.0,Low,Monthly,,85.0,5.0,True,3.0,0.0,0.0,6.934306569343065,0.5762581636573185,0.5903723887375113,86.66666666666667,60.0,0.5903723887375113
L000844,C00113,V0012,P00066,200.0,153.0,56.00000000000001,-668.0,-688.0,249.0,251.0,Upward,Upward,Upward,Production,328.0,316.0,11.8,5.0,-668.0,V1,90.0,193200.0,2024-02-07,2027-10-30,,Pending,10.0,3.0,Medium,Monthly,2024-12-31 00:00:00,34.0,4.0,True,0.0,0.0,1.0,6.934306569343065,7.68344218209758,,76.5,20.0,6.948228882833788
L000845,C00113,V0025,P00124,154.0,142.0,57.7922077922078,-187.0,-211.0,235.5,239.5,Upward,Upward,,Production,284.0,268.0,21.0,3.0,-187.0,V1,365.0,96866.0,2024-03-22,2026-07-06,Active,Paid,8.0,6.0,Medium,Daily,2024-12-31 00:00:00,40.0,4.0,True,1.0,2.0,0.0,6.934306569343065,5.916250480215137,6.448683015440508,92.20779220779221,20.0,6.448683015440508
L000846,C00113,V0025,P00123,153.0,146.0,77.77777777777779,695.0,679.0,183.0,191.0,Upward,Upward,Downward,Production,878.0,870.0,12.0,2.0,695.0,V2,90.0,100368.0,2022-08-06,2024-02-05,Expired,Pending,,3.0,Low,Daily,2024-02-18,78.0,1.0,False,0.0,3.0,0.0,6.934306569343065,5.877833269304649,6.630336058128973,95.42483660130719,20.0,
L000847,C00113,V0025,P00122,88.0,63.0,44.31818181818182,951.0,924.0,0.0,0.0,Flat,Flat,Flat,Production,951.0,924.0,27.0,1.0,951.0,V4,90.0,70752.0,2022-05-25,2022-08-23,,Overdue,1.0,6.0,High,Monthly,2022-09-19,71.0,3.0,True,1.0,3.0,1.0,6.934306569343065,3.380714560122935,2.861035422343324,71.5909090909091,20.0,2.861035422343324
L000848,C00113,V0007,P00032,160.0,129.0,62.5,-936.0,-950.0,257.0,256.75,Downward,Downward,Downward,Production,92.0,77.0,18.8,5.0,-936.0,"V2,V2",730.0,105920.0,2024-09-30,2027-08-24,Cancelled,Overdue,2.0,1.0,High,Weekly,2024-12-31 00:00:00,39.0,1.0,True,0.0,3.0,0.0,6.934306569343065,6.146753745678064,5.858310626702997,80.625,40.0,5.858310626702997
,C00113,V0048,P00267,75.0,65.0,62.66666666666667,209.0,192.0,209.0,208.0,Downward,Downward,Downward,Production,418.0,400.0,17.5,2.0,209.0,"V4,V4,V3",365.0,44475.0,2023-11-09,2024-07-05,Active,Paid,8.0,6.0,High,Weekly,2024-09-01,93.0,,True,0.0,0.0,0.0,6.934306569343065,2.8812908182865926,2.9518619436875566,86.66666666666667,60.0,2.9518619436875566
L000850,C00113,V0048,P00265,55.0,37.0,56.36363636363636,-91.0,-115.0,197.0,204.0,Upward,Upward,Upward,Test,106.0,89.0,20.5,2.0,-91.0,V1,365.0,42625.0,2024-09-16,2026-04-01,Expired,Overdue,9.0,2.0,Medium,Daily,2024-12-31 00:00:00,40.0,2.0,False,0.0,0.0,1.0,6.934306569343065,2.1129466000768344,1.6802906448683013,67.27272727272727,20.0,1.6802906448683013
L000851,,V0048,P00266,16.0,14.0,68.75,1448.0,1429.0,0.0,0.0,Flat,Flat,Flat,Production,1448.0,1429.0,19.0,1.0,1448.0,"V2,V2",365.0,5456.0,2021-01-13,2022-01-13,Active,,8.0,7.0,Low,Weekly,2023-03-05,38.0,1.0,True,2.0,1.0,0.0,6.934306569343065,0.6146753745678064,0.6357856494096277,87.5,40.0,0.6357856494096277
L000852,C00113,V0024,P00121,218.0,186.0,66.5137614678899,,1222.0,144.66666666666666,143.0,Upward,Upward,Upward,Production,1670.0,1651.0,18.5,4.0,1236.0,V1,90.0,99844.0,2020-06-05,2023-08-13,Cancelled,Paid,2.0,1.0,High,Monthly,2023-05-29,26.0,3.0,True,1.0,1.0,1.0,6.934306569343065,8.374951978486362,8.446866485013624,85.3211009174312,20.0,8.446866485013624
L000853,C00113,V0024,P00120,155.0,135.0,56.12903225806451,1173.0,1158.0,162.0,159.5,Upward,Upward,Upward,Production,1497.0,1477.0,17.333333333333332,3.0,1173.0,"V3,V3",90.0,109585.0,2020-11-25,2021-11-14,Cancelled,Overdue,6.0,7.0,Medium,Weekly,2024-11-17,45.0,1.0,False,1.0,2.0,0.0,6.934306569343065,5.954667691125624,6.130790190735695,87.09677419354838,40.0,6.130790190735695
L000854,C00113,V0024,P00119,83.0,66.0,59.036144578313255,182.0,160.0,30.0,48.0,Upward,Upward,Upward,Production,212.0,208.0,13.0,2.0,182.0,V1,365.0,42911.0,2024-06-02,2025-07-02,Cancelled,Pending,6.0,2.0,Low,Daily,2024-10-03,64.0,5.0,True,0.0,2.0,0.0,6.934306569343065,3.1886285055704953,2.997275204359673,79.51807228915662,20.0,2.997275204359673
L000855,C00113,V0031,P00152,77.0,65.0,63.63636363636363,904.0,891.0,231.0,228.0,Downward,Downward,Downward,Development,1366.0,1347.0,18.0,3.0,904.0,V1,30.0,59444.0,2021-04-05,2024-07-10,Active,Paid,2.0,8.0,High,Daily,2023-12-12,32.0,0.0,True,1.0,0.0,1.0,6.934306569343065,2.9581252401075684,2.9518619436875566,84.4155844155844,20.0,2.9518619436875566
L000856,C00113,V0022,P00114,143.0,130.0,55.24475524475524,529.0,513.0,303.5,306.0,Upward,Upward,Upward,Production,1136.0,1125.0,18.333333333333332,3.0,529.0,V5,365.0,78364.0,2021-11-21,2024-07-20,Expired,Overdue,10.0,4.0,Low,Weekly,2024-02-23,95.0,0.0,True,3.0,0.0,0.0,6.934306569343065,5.493661160199769,5.903723887375113,90.9090909090909,20.0,5.903723887375113
L000857,C00113,V0022,P00111,73.0,73.0,71.23287671232876,1633.0,1604.0,0.0,0.0,Flat,Flat,Flat,Production,1633.0,1604.0,29.0,1.0,1633.0,"V2,V1",730.0,,2020-07-12,2020-10-10,Active,Overdue,2.0,1.0,Medium,,2021-04-28,42.0,4.0,True,3.0,1.0,0.0,6.934306569343065,2.8044563964656164,3.3151680290644867,100.0,40.0,3.3151680290644867
L000858,C00113,V0028,P00140,208.0,182.0,60.57692307692307,682.0,665.0,197.0,194.33333333333334,Upward,Upward,Upward,Production,1273.0,1248.0,21.5,4.0,682.0,V1,365.0,85280.0,2021-07-07,2023-05-19,Cancelled,Paid,10.0,7.0,High,Daily,2024-09-05,75.0,3.0,False,1.0,3.0,0.0,6.934306569343065,7.990779869381483,8.265213442325159,87.5,20.0,8.265213442325159
L000859,C00113,V0028,P00141,188.0,162.0,51.59574468085106,1033.0,1006.0,162.0,165.0,Upward,Upward,Upward,Test,,1501.0,19.25,4.0,1033.0,V1,365.0,43616.0,2020-11-03,2023-03-04,Expired,Pending,5.0,2.0,Low,Weekly,2022-11-18,72.0,1.0,True,3.0,2.0,0.0,6.934306569343065,7.222435651171725,7.3569482288828345,86.17021276595744,20.0,7.3569482288828345
L000860,C00113,V0028,P00139,123.0,104.0,62.601626016260155,1221.0,1208.0,127.0,124.0,Upward,Upward,Upward,Production,1348.0,1332.0,14.5,2.0,1221.0,"V2,V1",30.0,53505.0,2021-04-23,2021-09-27,Active,Overdue,0.0,9.0,Low,Monthly,2022-07-09,72.0,5.0,False,1.0,2.0,0.0,6.934306569343065,4.725316941990012,4.72297910990009,84.5528455284553,40.0,4.72297910990009
L000861,C00114,V0043,P00234,98.0,81.0,51.02040816326531,721.0,698.0,162.0,160.0,Upward,Upward,Upward,Production,883.0,858.0,24.0,2.0,721.0,"V2,V3",365.0,82320.0,2022-08-01,2024-01-10,Expired,Pending,7.0,5.0,Low,Daily,2024-12-22,81.0,0.0,False,3.0,0.0,1.0,,4.06301824212272,3.962818003913894,82.6530612244898,40.0,3.962818003913894
L000862,C00114,,P00158,123.0,111.0,71.54471544715447,1184.0,1159.0,298.5,311.0,,Upward,Upward,Production,1781.0,1781.0,,3.0,1184.0,V3,90.0,104550.0,2020-02-15,2022-10-04,Active,Pending,0.0,,Low,Weekly,2023-09-12,78.0,2.0,False,1.0,0.0,0.0,5.839416058394161,5.099502487562189,5.4305283757338545,90.2439024390244,20.0,5.4305283757338545
L000863,C00114,V0026,P00129,129.0,114.0,66.66666666666666,406.0,398.0,380.0,359.0,Downward,Downward,Downward,Production,786.0,757.0,18.5,2.0,406.0,V2,90.0,99459.0,2022-11-06,2024-02-19,Cancelled,Overdue,1.0,9.0,Medium,Weekly,2024-11-11,84.0,3.0,True,0.0,0.0,0.0,5.839416058394161,5.348258706467662,5.577299412915851,88.37209302325581,20.0,5.577299412915851
L000864,C00114,V0026,P00128,255.0,230.0,59.21568627450981,,254.0,266.3333333333333,261.3333333333333,Upward,,Upward,Test,1055.0,1038.0,12.75,4.0,256.0,V2,365.0,103785.0,,2025-04-19,Active,Overdue,2.0,9.0,Low,Daily,2024-08-18,72.0,0.0,False,0.0,1.0,0.0,5.839416058394161,10.572139303482588,11.252446183953033,90.19607843137256,20.0,11.252446183953033
L000865,C00114,V0026,P00132,34.0,27.0,52.94117647058824,1494.0,1477.0,0.0,0.0,Flat,Flat,Flat,Production,1494.0,1477.0,17.0,1.0,1494.0,V4,365.0,22882.0,2020-11-28,2021-02-26,Expired,Paid,10.0,9.0,Low,Monthly,2024-08-22,74.0,2.0,False,0.0,1.0,1.0,5.839416058394161,1.4096185737976783,1.3209393346379648,79.41176470588235,20.0,1.3209393346379648
L000866,C00114,V0048,P00264,166.0,133.0,62.048192771084345,-752.0,-762.0,272.0,265.6666666666667,Upward,Upward,Upward,Production,64.0,35.0,15.25,4.0,-752.0,"V2,V4,V3",30.0,99434.0,2024-10-28,2027-02-21,Expired,Paid,7.0,1.0,High,Monthly,2024-12-31 00:00:00,66.0,2.0,False,0.0,2.0,1.0,5.839416058394161,6.882255389718077,6.506849315068493,80.12048192771084,60.0,6.506849315068493
L000867,C00114,V0048,P00265,83.0,71.0,75.90361445783132,,543.0,193.0,196.0,Downward,Downward,Flat,Development,945.0,935.0,12.0,3.0,559.0,"V2,V4,V3",90.0,64325.0,,2024-06-20,Cancelled,Paid,4.0,7.0,High,Monthly,2024-08-05,37.0,1.0,False,2.0,2.0,1.0,5.839416058394161,3.4411276948590386,3.4735812133072406,85.54216867469879,60.0,3.4735812133072406
L000868,C00114,V0021,P00108,239.0,199.0,57.32217573221757,566.0,,201.5,204.25,Downward,Downward,Downward,Test,1372.0,1355.0,20.2,5.0,566.0,V2,365.0,195502.0,2021-03-30,2024-06-13,Active,Overdue,7.0,9.0,Low,Daily,2024-03-15,51.0,0.0,False,3.0,1.0,0.0,5.839416058394161,9.908789386401327,9.735812133072406,83.26359832635984,20.0,9.735812133072406
,C00114,V0021,P00109,206.0,,57.28155339805825,648.0,627.0,223.5,226.0,Downward,Downward,Downward,Production,1095.0,1079.0,14.666666666666666,3.0,648.0,"V1,V2,V3",365.0,189932.0,2022-01-01,2024-03-23,Expired,Overdue,5.0,3.0,Low,Daily,2023-11-05,91.0,2.0,False,3.0,0.0,0.0,5.839416058394161,8.540630182421227,8.414872798434441,83.49514563106796,60.0,8.414872798434441
L000870,C00114,V0021,P00106,249.0,218.0,54.61847389558233,-608.0,-637.0,170.5,171.75,Upward,Upward,Upward,Production,74.0,50.0,15.0,5.0,-608.0,V1,365.0,3237.0,2024-10-18,2027-08-31,Cancelled,Pending,9.0,5.0,Low,Daily,2024-12-31 00:00:00,50.0,1.0,False,0.0,0.0,0.0,5.839416058394161,10.323383084577115,10.665362035225048,87.55020080321285,20.0,10.665362035225048
L000871,C00114,V0013,P00072,228.0,199.0,70.6140350877193,-108.0,-114.0,166.5,163.5,Downward,Downward,Downward,Production,225.0,213.0,,3.0,-108.0,V1,365.0,163704.0,2024-05-20,2028-04-17,Active,Pending,,10.0,Medium,Daily,2024-12-31 00:00:00,56.0,3.0,True,0.0,2.0,0.0,5.839416058394161,9.45273631840796,9.735812133072406,87.28070175438597,20.0,9.735812133072406
L000872,C00114,V0022,P00114,45.0,33.0,,430.0,411.0,0.0,0.0,Flat,Flat,Flat,Test,430.0,411.0,19.0,1.0,,V1,365.0,24660.0,2023-10-28,2024-10-27,Cancelled,Pending,2.0,6.0,Medium,Monthly,2024-10-16,58.0,2.0,False,2.0,0.0,0.0,5.839416058394161,1.8656716417910446,1.6144814090019568,73.33333333333333,20.0,1.6144814090019568
L000873,C00114,V0022,P00112,102.0,84.0,67.64705882352942,420.0,392.0,158.0,161.5,Downward,Downward,Downward,Production,736.0,715.0,24.333333333333332,3.0,420.0,V1,730.0,2040.0,2022-12-26,2024-11-06,Active,Paid,7.0,10.0,High,Daily,2024-12-10,27.0,0.0,True,3.0,3.0,1.0,5.839416058394161,4.228855721393035,4.10958904109589,82.35294117647058,20.0,4.10958904109589
L000874,C00114,V0022,P00113,181.0,149.0,62.98342541436463,340.0,322.0,204.0,198.0,Downward,Downward,Downward,Test,748.0,718.0,19.666666666666668,3.0,340.0,V2,90.0,100455.0,2022-12-14,2026-01-25,Active,Paid,0.0,4.0,Medium,Daily,2024-04-29,52.0,0.0,True,3.0,0.0,0.0,5.839416058394161,7.504145936981758,7.289628180039139,82.32044198895028,20.0,7.289628180039139
L000875,C00114,V0007,P00034,31.0,28.0,,600.0,600.0,336.0,309.0,Downward,Downward,Downward,Production,,909.0,13.5,2.0,600.0,V1,730.0,11253.0,2022-06-09,2024-05-10,Cancelled,Overdue,3.0,7.0,High,Monthly,2024-07-01,,3.0,True,0.0,2.0,0.0,5.839416058394161,1.285240464344942,1.36986301369863,90.32258064516128,20.0,1.36986301369863
L000876,C00114,V0007,P00031,243.0,195.0,63.78600823045267,184.0,177.0,262.5,259.0,Downward,Downward,Downward,Development,709.0,695.0,11.666666666666666,3.0,184.0,V2,730.0,166212.0,2023-01-22,2025-06-30,Expired,Pending,3.0,2.0,High,Daily,2024-10-04,87.0,4.0,False,2.0,0.0,0.0,5.839416058394161,10.074626865671641,9.540117416829744,80.24691358024691,20.0,9.540117416829744
L000877,C00115,V0005,P00028,267.0,223.0,58.052434456928836,574.0,547.0,117.33333333333333,123.0,Downward,Downward,Downward,Test,926.0,916.0,22.25,4.0,574.0,"V3,V4,V4,V4",365.0,190371.0,2022-06-19,2023-09-04,Expired,Overdue,6.0,4.0,Medium,Weekly,2024-10-24,96.0,5.0,False,,3.0,1.0,1.094890510948905,41.2037037037037,41.83864915572232,83.52059925093633,80.0,41.83864915572232
,C00115,V0005,P00024,364.0,294.0,59.065934065934066,-760.0,-789.0,270.25,277.25,Downward,Downward,Upward,Production,321.0,320.0,15.8,5.0,-760.0,"V2,V2",730.0,336700.0,2024-02-14,2027-04-30,Active,Paid,6.0,5.0,Medium,Daily,,83.0,3.0,False,,0.0,1.0,1.094890510948905,56.17283950617284,55.1594746716698,80.76923076923077,40.0,55.1594746716698
L000879,C00115,V0005,P00025,17.0,16.0,70.58823529411765,1312.0,1309.0,0.0,0.0,Flat,Flat,Flat,Production,1312.0,1309.0,3.0,1.0,1312.0,"V3,V3",90.0,6086.0,2021-05-29,2022-05-29,Active,Overdue,8.0,7.0,Medium,Weekly,2024-02-23,94.0,4.0,True,1.0,1.0,1.0,1.094890510948905,2.6234567901234565,3.0018761726078798,94.11764705882352,40.0,3.0018761726078798
L000880,C00116,V0015,P00081,222.0,194.0,59.45945945945946,583.0,582.0,155.25,153.0,Upward,,Upward,Production,1204.0,1194.0,12.6,5.0,583.0,"V2,V3,V4",365.0,182262.0,2021-09-14,2024-05-27,Active,Pending,2.0,10.0,Low,Daily,2023-08-11,57.0,2.0,True,1.0,0.0,0.0,3.64963503649635,13.805970149253731,14.16058394160584,,60.0,14.16058394160584
L000881,C00116,V0015,P00080,126.0,108.0,61.904761904761905,152.0,122.0,34.0,56.0,Upward,Upward,Upward,Production,186.0,178.0,19.0,2.0,152.0,"V2,V2",30.0,59724.0,2024-06-28,2025-08-01,Active,Paid,1.0,2.0,Medium,Daily,2024-12-10,87.0,5.0,False,2.0,1.0,1.0,3.64963503649635,7.835820895522389,7.883211678832117,85.71428571428571,40.0,7.883211678832117
L000882,C00116,V0011,P00059,172.0,151.0,62.2093023255814,-52.0,-69.0,278.5,275.0,Upward,Flat,Downward,Development,505.0,481.0,18.333333333333332,3.0,-52.0,"V3,V1,V2",365.0,158412.0,2023-08-14,2026-02-21,Cancelled,Overdue,10.0,3.0,High,Daily,2024-12-31 00:00:00,89.0,5.0,True,3.0,,0.0,3.64963503649635,10.696517412935323,11.021897810218977,87.79069767441861,60.0,11.021897810218977
L000883,C00116,V0011,P00057,80.0,61.0,48.75,130.0,100.0,118.5,122.5,Upward,Upward,Upward,Production,367.0,345.0,27.0,3.0,130.0,"V3,V1",365.0,9760.0,2023-12-30,2026-08-23,Expired,Overdue,2.0,7.0,Medium,Weekly,2024-12-16,75.0,4.0,False,0.0,3.0,0.0,3.64963503649635,4.975124378109453,4.452554744525548,76.25,40.0,4.452554744525548
L000884,C00116,V0011,P00058,,252.0,71.5909090909091,1143.0,1131.0,193.66666666666666,194.33333333333334,Downward,Downward,Downward,Production,1724.0,1714.0,10.75,4.0,1143.0,"V3,V1",90.0,197472.0,2020-04-12,2024-11-13,Cancelled,Overdue,1.0,4.0,Low,Monthly,2023-01-19,64.0,4.0,False,1.0,0.0,1.0,3.64963503649635,16.417910447761194,18.394160583941606,95.45454545454545,40.0,18.394160583941606
L000885,C00116,V0003,P00017,356.0,303.0,65.4494382022472,-478.0,,257.0,254.75,Downward,Downward,Downward,Test,550.0,529.0,19.2,5.0,-478.0,V2,90.0,69420.0,2023-06-30,2027-04-23,Active,Paid,10.0,8.0,High,Weekly,2024-12-31 00:00:00,68.0,0.0,True,0.0,0.0,0.0,3.64963503649635,22.139303482587064,22.11678832116788,85.1123595505618,20.0,22.11678832116788
L000886,C00116,V0003,P00019,112.0,74.0,49.107142857142854,772.0,752.0,160.0,164.66666666666666,Upward,Upward,Upward,Production,1252.0,1246.0,10.5,4.0,772.0,V1,365.0,110320.0,2021-07-28,2023-02-18,Expired,Overdue,7.0,4.0,High,Monthly,2023-02-25,56.0,2.0,True,0.0,2.0,0.0,,6.965174129353234,5.401459854014599,66.07142857142857,20.0,5.401459854014599
L000887,C00116,V0029,P00142,45.0,31.0,53.333333333333336,1713.0,1707.0,0.0,0.0,Flat,Flat,Flat,Production,1713.0,1707.0,6.0,1.0,1713.0,"V2,V2,V3",365.0,13275.0,2020-04-23,2021-04-23,Cancelled,,0.0,9.0,Medium,Weekly,2022-12-27,25.0,0.0,False,2.0,3.0,0.0,3.64963503649635,2.798507462686567,2.2627737226277373,68.88888888888889,60.0,2.2627737226277373
L000888,C00116,V0013,P00073,161.0,145.0,65.21739130434783,-11.0,-14.0,304.6666666666667,303.6666666666667,Downward,Downward,Downward,Production,903.0,,4.75,4.0,-11.0,V1,90.0,57155.0,2022-07-12,2026-01-11,Expired,Paid,2.0,4.0,High,Monthly,2024-12-31 00:00:00,40.0,1.0,True,3.0,1.0,0.0,3.64963503649635,10.012437810945274,10.583941605839415,90.06211180124224,20.0,10.583941605839415
L000889,C00116,V0026,P00130,70.0,51.0,52.85714285714286,673.0,657.0,327.0,335.0,Upward,Upward,Upward,Production,1000.0,992.0,12.0,2.0,673.0,"V2,V1",730.0,67480.0,2022-04-06,2023-05-28,Expired,Paid,1.0,7.0,Medium,Daily,2023-04-09,81.0,0.0,False,0.0,3.0,0.0,3.64963503649635,4.353233830845771,3.722627737226277,72.85714285714285,40.0,3.722627737226277
L000890,C00117,V0031,,152.0,,65.78947368421053,-269.0,-297.0,322.3333333333333,331.3333333333333,Upward,Upward,Upward,Development,698.0,697.0,10.0,4.0,-269.0,"V2,V2,V3",90.0,98952.0,2023-02-02,2027-09-26,Cancelled,Pending,3.0,7.0,High,Daily,2024-12-31 00:00:00,60.0,5.0,True,1.0,3.0,1.0,0.7299270072992701,71.02803738317756,68.44919786096256,84.21052631578947,60.0,
L000891,C00117,V0031,P00151,62.0,59.0,69.35483870967742,749.0,736.0,0.0,0.0,Flat,Flat,Flat,Development,749.0,736.0,13.0,1.0,749.0,"V3,V3,V3,V2",730.0,13578.0,2022-12-13,2025-12-12,Expired,Paid,6.0,7.0,High,Daily,2023-05-15,82.0,0.0,True,,3.0,1.0,0.7299270072992701,28.971962616822427,31.550802139037433,95.16129032258065,80.0,31.550802139037433
L000892,C00118,,P00185,262.0,217.0,65.2671755725191,146.0,129.0,79.0,76.66666666666667,Flat,Upward,Upward,Production,383.0,359.0,17.0,4.0,146.0,V2,365.0,108206.0,2023-12-14,2025-08-07,Cancelled,Paid,7.0,1.0,High,Weekly,2024-11-22,33.0,3.0,True,2.0,0.0,0.0,2.9197080291970803,18.131487889273355,18.610634648370496,82.82442748091603,20.0,18.610634648370496
L000893,C00118,V0035,P00191,198.0,161.0,59.09090909090909,282.0,259.0,255.5,258.5,Upward,Downward,Flat,Production,1304.0,1293.0,14.2,5.0,282.0,V1,365.0,149886.0,2021-06-06,2025-03-24,Expired,Paid,3.0,10.0,Medium,Monthly,2024-10-03,52.0,5.0,True,3.0,2.0,1.0,2.9197080291970803,13.702422145328718,13.807890222984561,81.31313131313132,20.0,13.807890222984561
L000894,C00118,V0035,P00190,112.0,87.0,48.214285714285715,207.0,180.0,115.0,113.5,Downward,Downward,Downward,Production,437.0,407.0,25.333333333333332,3.0,207.0,"V1,V4,V3,V2",730.0,16240.0,2023-10-21,2025-06-07,Active,Paid,4.0,6.0,High,Daily,2024-10-21,100.0,2.0,True,3.0,1.0,1.0,2.9197080291970803,7.750865051903114,7.461406518010291,77.67857142857143,80.0,7.461406518010291
L000895,C00118,V0042,P00232,131.0,115.0,80.91603053435115,732.0,723.0,327.0,323.0,Downward,Downward,Downward,Development,1059.0,1046.0,11.0,2.0,732.0,V3,,93927.0,2022-02-06,2023-03-30,Active,Pending,8.0,5.0,Low,Daily,2023-11-03,49.0,4.0,False,1.0,2.0,0.0,2.9197080291970803,9.065743944636678,9.862778730703258,87.78625954198473,20.0,9.862778730703258
L000896,C00118,V0042,P00230,83.0,48.0,37.34939759036144,140.0,119.0,0.0,0.0,Flat,Flat,,,140.0,119.0,21.0,1.0,140.0,"V1,V1,V3",730.0,42911.0,2024-08-13,2024-11-11,Cancelled,Pending,5.0,3.0,Low,Daily,2024-10-26,59.0,2.0,False,3.0,3.0,1.0,2.9197080291970803,5.743944636678201,4.1166380789022305,57.831325301204814,,4.1166380789022305
L000897,,V0042,P00231,269.0,220.0,61.33828996282528,261.0,241.0,236.25,236.25,Upward,Upward,Upward,Production,1206.0,1186.0,16.4,5.0,261.0,V1,365.0,170546.0,2021-09-12,2024-05-14,Expired,Pending,0.0,10.0,High,Weekly,2024-06-30,31.0,0.0,True,3.0,2.0,1.0,2.9197080291970803,18.6159169550173,18.867924528301888,81.78438661710037,20.0,18.867924528301888
